xmag ymag zmag xacc yacc zacc
-1768 -1440 -5093 3796 -246 2885
-1768 -1440 -5093 7538 2642 1699
-1587 -1494 -5035 6113 6607 4600
-1587 -1494 -5035 3677 -2247 1578
-1587 -1494 -5035 1908 4046 1777
-1587 -1494 -5035 3208 -348 2409
-1587 -1494 -5035 7808 4426 1266
-1587 -1494 -5035 2586 -1284 3642
-1587 -1494 -5035 1764 -1277 4506
-1529 -1553 -5033 5889 1695 2053
-1529 -1553 -5033 2403 1673 884
-1529 -1553 -5033 3385 209 2002
-1529 -1553 -5033 3005 1209 1214
-1529 -1553 -5033 3026 1856 1080
-1529 -1553 -5033 3296 1110 1139
-1600 -1603 -4892 4067 1415 834
-1600 -1603 -4892 3954 1224 990
-1600 -1603 -4892 3888 1312 720
-1600 -1603 -4892 3962 1299 957
-1600 -1603 -4892 4163 1365 767
-1600 -1603 -4892 4276 1762 807
-1600 -1603 -4892 4192 1570 745
-1664 -1701 -4637 4208 1560 686
-1664 -1701 -4637 4244 1520 730
-1664 -1701 -4637 4368 1560 644
-1664 -1701 -4637 4416 1712 626
-1664 -1701 -4637 4487 1851 566
-1664 -1701 -4637 4510 2026 666
-1664 -1701 -4637 4536 2046 521
-1732 -1813 -4418 4589 2049 470
-1732 -1813 -4418 4529 2320 331
-1732 -1813 -4418 4528 2514 260
-1732 -1813 -4418 4518 2534 368
-1732 -1813 -4418 4485 2539 350
-1732 -1813 -4418 4396 2758 254
-1732 -1813 -4418 4440 2749 41
-1885 -1855 -4193 4314 2912 180
-1885 -1855 -4193 4328 2966 48
-1885 -1855 -4193 4272 2953 218
-1885 -1855 -4193 4184 2960 47
-1885 -1855 -4193 4189 2906 137
-1885 -1855 -4193 4180 2858 200
-1885 -1855 -4193 4255 2579 97
-2347 -1654 -4058 4337 2831 458
-2347 -1654 -4058 4435 2863 140
-2347 -1654 -4058 4535 2897 170
-2347 -1654 -4058 4383 3057 350
-2347 -1654 -4058 4538 2766 376
-2347 -1654 -4058 4649 2765 563
-2922 -1203 -3947 4642 2605 308
-2922 -1203 -3947 4789 2387 100
-2922 -1203 -3947 4862 2204 500
-2922 -1203 -3947 4606 2402 311
-2922 -1203 -3947 4740 2528 445
-2922 -1203 -3947 4931 2665 672
-2922 -1203 -3947 4995 2479 935
-3625 -379 -3957 4706 2763 778
-3625 -379 -3957 4303 2609 833
-3625 -379 -3957 4602 2339 1001
-3625 -379 -3957 4488 2102 1153
-3625 -379 -3957 4212 2242 979
-3625 -379 -3957 4124 1700 1130
-3625 -379 -3957 4061 1645 1232
-4020 640 -3796 4107 1735 947
-4020 640 -3796 4255 1245 1108
-4020 640 -3796 4236 736 1064
-4020 640 -3796 4204 706 779
-4020 640 -3796 4474 615 935
-4020 640 -3796 4034 578 1094
-4020 640 -3796 3993 339 1102
-4032 1504 -3552 3733 79 1185
-4032 1504 -3552 3937 131 1874
-4032 1504 -3552 3189 -227 537
-4032 1504 -3552 3558 -448 1113
-4032 1504 -3552 3735 -773 709
-4032 1504 -3552 3375 -1193 1184
-4032 1504 -3552 3722 -914 816
-3922 2078 -3305 2456 -908 752
-3922 2078 -3305 3344 -776 1740
-3922 2078 -3305 3221 -1059 444
-3922 2078 -3305 4498 -1896 1745
-3922 2078 -3305 3656 -2002 225
-3922 2078 -3305 3655 -1585 1542
-3922 2078 -3305 3974 -1740 587
-3807 2426 -3185 3375 -1752 907
-3807 2426 -3185 3722 -1812 741
-3807 2426 -3185 3882 -1874 940
-3807 2426 -3185 3736 -1756 622
-3807 2426 -3185 3768 -1664 668
-3807 2426 -3185 3721 -1700 431
-3802 2481 -3247 3732 -1734 536
-3802 2481 -3247 3867 -1844 463
-3802 2481 -3247 3677 -1627 219
-3802 2481 -3247 3817 -1648 189
-3802 2481 -3247 3792 -1662 110
-3802 2481 -3247 3802 -1710 -65
-3802 2481 -3247 3806 -1814 -170
-3772 2485 -3314 3853 -1951 -35
-3772 2485 -3314 3874 -1954 -428
-3772 2485 -3314 3842 -1950 -476
-3772 2485 -3314 3960 -2042 -564
-3772 2485 -3314 4081 -2049 -469
-3772 2485 -3314 4001 -2031 -758
-3772 2485 -3314 4080 -2002 -618
-3763 2542 -3445 4024 -1798 -673
-3763 2542 -3445 3963 -2390 -562
-3763 2542 -3445 4167 -2405 -1020
-3763 2542 -3445 4170 -2085 -947
-3763 2542 -3445 4217 -2139 -891
-3763 2542 -3445 3969 -1877 -1023
-3763 2542 -3445 4181 -1993 -1222
-3718 2573 -3618 4173 -1945 -1127
-3718 2573 -3618 4194 -1988 -1380
-3718 2573 -3618 4111 -2027 -1409
-3718 2573 -3618 4115 -2203 -1565
-3718 2573 -3618 3891 -2238 -1493
-3718 2573 -3618 4126 -2204 -1680
-3718 2573 -3618 4219 -2317 -1864
-3636 2645 -3861 4164 -2306 -1882
-3636 2645 -3861 4122 -2250 -1865
-3636 2645 -3861 4200 -2182 -1972
-3636 2645 -3861 4203 -2071 -1855
-3636 2645 -3861 4036 -1798 -1817
-3636 2645 -3861 4058 -2136 -1931
-3560 2688 -4139 4077 -2047 -2083
-3560 2688 -4139 4024 -2014 -1949
-3560 2688 -4139 3968 -1976 -2101
-3560 2688 -4139 4013 -1935 -2241
-3560 2688 -4139 3937 -1947 -2194
-3560 2688 -4139 4013 -1955 -2227
-3560 2688 -4139 3982 -1864 -2160
-3456 2692 -4404 4057 -1947 -2278
-3456 2692 -4404 4028 -1922 -2211
-3456 2692 -4404 4100 -1940 -2123
-3456 2692 -4404 4205 -1821 -2237
-3456 2692 -4404 4139 -1829 -2192
-3456 2692 -4404 4076 -1908 -2207
-3456 2692 -4404 4062 -2040 -2443
-3361 2711 -4659 4198 -2064 -2526
-3361 2711 -4659 4290 -1951 -2183
-3361 2711 -4659 4268 -2002 -2170
-3361 2711 -4659 4307 -1977 -2008
-3361 2711 -4659 4280 -1970 -2062
-3361 2711 -4659 4593 -2007 -2126
-3361 2711 -4659 4276 -2098 -1795
-3196 2654 -4836 4251 -2162 -2088
-3196 2654 -4836 4187 -2059 -1819
-3196 2654 -4836 4075 -1997 -1807
-3196 2654 -4836 3941 -2113 -1759
-3196 2654 -4836 3940 -2296 -1816
-3196 2654 -4836 3980 -2368 -1725
-3196 2654 -4836 4069 -2497 -1838
-3081 2610 -4968 3843 -2518 -1500
-3081 2610 -4968 4019 -2727 -1769
-3081 2610 -4968 3790 -2902 -1588
-3081 2610 -4968 3697 -3137 -1559
-3081 2610 -4968 3742 -3166 -1507
-3081 2610 -4968 4081 -3038 -1327
-3081 2610 -4968 3729 -3101 -1238
-3010 2501 -5090 3737 -3223 -1356
-3010 2501 -5090 3770 -3344 -1191
-3010 2501 -5090 3859 -3461 -1240
-3010 2501 -5090 3945 -3366 -799
-3010 2501 -5090 4062 -3428 -690
-3010 2501 -5090 4010 -3378 -715
-2991 2373 -5202 3776 -3453 -513
-2991 2373 -5202 3805 -3395 -495
-2991 2373 -5202 3958 -3406 -373
-2991 2373 -5202 4022 -3306 -95
-2991 2373 -5202 4091 -3185 -127
-2991 2373 -5202 4043 -2930 180
-2991 2373 -5202 3904 -2770 36
-2911 2202 -5367 3833 -2631 460
-2911 2202 -5367 3805 -2421 472
-2911 2202 -5367 3771 -2237 522
-2911 2202 -5367 3733 -2136 689
-2911 2202 -5367 3740 -2104 933
-2911 2202 -5367 3848 -1871 974
-2911 2202 -5367 3658 -1834 857
-2790 2088 -5491 3443 -1627 1169
-2790 2088 -5491 3346 -1396 1096
-2790 2088 -5491 3228 -1346 1470
-2790 2088 -5491 3465 -1099 1071
-2790 2088 -5491 3258 -1056 1350
-2790 2088 -5491 3332 -1274 1283
-2790 2088 -5491 3311 -1117 1570
-2689 1979 -5571 3444 -1160 1242
-2689 1979 -5571 3276 -982 1423
-2689 1979 -5571 3099 -1140 1658
-2689 1979 -5571 3353 -1119 1457
-2689 1979 -5571 3189 -1185 1439
-2689 1979 -5571 3066 -1056 1433
-2689 1979 -5571 2973 -951 1395
-2629 1967 -5639 2982 -888 1386
-2629 1967 -5639 3078 -816 1571
-2629 1967 -5639 3412 -666 1837
-2629 1967 -5639 3817 -539 2018
-2629 1967 -5639 4122 -558 2166
-2629 1967 -5639 4196 -824 2144
-2629 1967 -5639 4465 -607 2191
-2594 1864 -5764 4758 -672 2316
-2594 1864 -5764 4911 -805 2198
-2594 1864 -5764 4963 -941 2042
-2594 1864 -5764 4745 -1191 2363
-2594 1864 -5764 4698 -1080 2216
-2594 1864 -5764 4835 -629 2061
-2516 1832 -5823 5280 -1330 2796
-2516 1832 -5823 5163 -985 2473
-2516 1832 -5823 5207 -1079 2634
-2516 1832 -5823 5025 -964 2906
-2516 1832 -5823 4691 -927 2595
-2516 1832 -5823 4337 -943 2452
-2516 1832 -5823 4034 -796 2460
-2287 1821 -5954 3889 -1063 2431
-2287 1821 -5954 3749 -1095 2666
-2287 1821 -5954 3669 -1275 2335
-2287 1821 -5954 3661 -1379 2231
-2287 1821 -5954 3656 -1556 2141
-2287 1821 -5954 3584 -1712 2076
-2287 1821 -5954 3350 -1756 1928
-2055 1771 -6076 3244 -1846 1992
-2055 1771 -6076 3091 -1723 1815
-2055 1771 -6076 3037 -1579 1840
-2055 1771 -6076 2987 -1545 1997
-2055 1771 -6076 2764 -1268 2233
-2055 1771 -6076 2923 -1197 2279
-2055 1771 -6076 3014 -938 2223
-1820 1595 -6237 2891 -1081 2474
-1820 1595 -6237 3308 -450 1939
-1820 1595 -6237 3479 -1719 2938
-1820 1595 -6237 3159 -779 2920
-1820 1595 -6237 3553 -581 2475
-1820 1595 -6237 3245 -551 2796
-1820 1595 -6237 3052 -688 2387
-1601 1298 -6300 2738 -280 2572
-1601 1298 -6300 3168 -752 3068
-1601 1298 -6300 3472 -128 2895
-1601 1298 -6300 2929 -407 2960
-1601 1298 -6300 2486 -58 3223
-1601 1298 -6300 2782 160 3087
-1445 1018 -6387 2276 -55 3129
-1445 1018 -6387 2144 84 3050
-1445 1018 -6387 2279 197 2988
-1445 1018 -6387 2503 241 2956
-1445 1018 -6387 2654 40 2984
-1445 1018 -6387 3468 -16 2773
-1445 1018 -6387 2797 569 2911
-1294 783 -6362 7191 -298 2754
-1294 783 -6362 1175 -363 2380
-1294 783 -6362 57 -263 2093
-1294 783 -6362 3525 -769 3046
-1294 783 -6362 2147 47 2998
-1294 783 -6362 1482 -776 2806
-1294 783 -6362 1996 -142 2974
-1184 639 -6404 2255 -243 3408
-1184 639 -6404 3111 -1161 3439
-1184 639 -6404 2893 -387 3707
-1184 639 -6404 2417 -167 2922
-1184 639 -6404 2401 -587 3527
-1184 639 -6404 2315 187 3182
-1184 639 -6404 2417 -235 3611
-1060 482 -6360 1972 64 3592
-1060 482 -6360 2054 -28 3864
-1060 482 -6360 1898 -90 3558
-1060 482 -6360 1884 -294 3827
-1060 482 -6360 1973 -221 3844
-1060 482 -6360 2213 -309 3971
-1060 482 -6360 2284 -298 4114
-886 364 -6365 2358 -278 4304
-886 364 -6365 2628 -246 4434
-886 364 -6365 2678 -132 4627
-886 364 -6365 3270 -15 4370
-886 364 -6365 2687 -237 3670
-886 364 -6365 3062 168 5248
-886 364 -6365 2156 -302 4142
-725 230 -6329 3745 -567 5509
-725 230 -6329 2843 159 4983
-725 230 -6329 5266 946 6826
-725 230 -6329 2257 108 4965
-725 230 -6329 1638 644 4195
-725 230 -6329 1900 1042 4155
-389 27 -6254 2454 1548 4904
-389 27 -6254 2227 1805 4137
-389 27 -6254 1375 419 4092
-389 27 -6254 1711 -895 3690
-389 27 -6254 -261 1011 3167
-389 27 -6254 138 50 5213
-389 27 -6254 446 1096 2148
-234 182 -6225 276 -470 4075
-234 182 -6225 238 1734 4366
-234 182 -6225 2580 20 1401
-234 182 -6225 -842 -694 4300
