xmag ymag zmag
-1280 -2293 -4113
-1280 -2293 -4113
-1280 -2293 -4113
-1280 -2293 -4113
-1280 -2293 -4113
-1280 -2293 -4113
-1280 -2293 -4113
-1451 -2239 -4096
-1451 -2239 -4096
-1451 -2239 -4096
-1451 -2239 -4096
-1451 -2239 -4096
-1451 -2239 -4096
-1451 -2239 -4096
-1451 -2239 -4096
-1610 -2249 -4041
-1610 -2249 -4041
-1610 -2249 -4041
-1610 -2249 -4041
-1610 -2249 -4041
-1610 -2249 -4041
-1610 -2249 -4041
-1610 -2249 -4041
-1846 -2194 -3703
-1846 -2194 -3703
-1846 -2194 -3703
-1846 -2194 -3703
-1846 -2194 -3703
-1846 -2194 -3703
-1846 -2194 -3703
-1846 -2194 -3703
-2024 -2167 -3319
-2024 -2167 -3319
-2024 -2167 -3319
-2024 -2167 -3319
-2024 -2167 -3319
-2024 -2167 -3319
-2024 -2167 -3319
-2024 -2167 -3319
-2062 -2083 -2943
-2062 -2083 -2943
-2062 -2083 -2943
-2062 -2083 -2943
-2062 -2083 -2943
-2062 -2083 -2943
-2062 -2083 -2943
-2062 -2083 -2943
-1959 -2107 -2626
-1959 -2107 -2626
-1959 -2107 -2626
-1959 -2107 -2626
-1959 -2107 -2626
-1959 -2107 -2626
-1959 -2107 -2626
-1959 -2107 -2626
-1761 -2127 -2470
-1761 -2127 -2470
-1761 -2127 -2470
-1761 -2127 -2470
-1761 -2127 -2470
-1761 -2127 -2470
-1761 -2127 -2470
-1761 -2127 -2470
-1458 -2171 -2120
-1458 -2171 -2120
-1458 -2171 -2120
-1458 -2171 -2120
-1458 -2171 -2120
-1458 -2171 -2120
-1458 -2171 -2120
-1458 -2171 -2120
-1135 -2116 -1785
-1135 -2116 -1785
-1135 -2116 -1785
-1135 -2116 -1785
-1135 -2116 -1785
-1135 -2116 -1785
-1135 -2116 -1785
-1135 -2116 -1785
-648 -2071 -1540
-648 -2071 -1540
-648 -2071 -1540
-648 -2071 -1540
-648 -2071 -1540
-648 -2071 -1540
-648 -2071 -1540
-648 -2071 -1540
-130 -1936 -1399
-130 -1936 -1399
-130 -1936 -1399
-130 -1936 -1399
-130 -1936 -1399
-130 -1936 -1399
-130 -1936 -1399
-130 -1936 -1399
354 -1883 -1465
354 -1883 -1465
354 -1883 -1465
354 -1883 -1465
354 -1883 -1465
354 -1883 -1465
354 -1883 -1465
354 -1883 -1465
610 -1938 -1740
610 -1938 -1740
610 -1938 -1740
610 -1938 -1740
610 -1938 -1740
610 -1938 -1740
610 -1938 -1740
610 -1938 -1740
564 -2088 -1975
564 -2088 -1975
564 -2088 -1975
564 -2088 -1975
564 -2088 -1975
564 -2088 -1975
564 -2088 -1975
564 -2088 -1975
442 -2324 -2493
442 -2324 -2493
442 -2324 -2493
442 -2324 -2493
442 -2324 -2493
442 -2324 -2493
442 -2324 -2493
442 -2324 -2493
348 -2465 -3026
348 -2465 -3026
348 -2465 -3026
348 -2465 -3026
348 -2465 -3026
348 -2465 -3026
348 -2465 -3026
348 -2465 -3026
112 -2514 -3618
112 -2514 -3618
112 -2514 -3618
112 -2514 -3618
112 -2514 -3618
112 -2514 -3618
112 -2514 -3618
112 -2514 -3618
-42 -2349 -4362
-42 -2349 -4362
-42 -2349 -4362
-42 -2349 -4362
-42 -2349 -4362
-42 -2349 -4362
-42 -2349 -4362
-42 -2349 -4362
-61 -1878 -5246
-61 -1878 -5246
-61 -1878 -5246
-61 -1878 -5246
-61 -1878 -5246
-61 -1878 -5246
-61 -1878 -5246
-61 -1878 -5246
-107 -1385 -5706
-107 -1385 -5706
-107 -1385 -5706
-107 -1385 -5706
-107 -1385 -5706
-107 -1385 -5706
-107 -1385 -5706
-107 -1385 -5706
-163 -1003 -5992
-163 -1003 -5992
-163 -1003 -5992
-163 -1003 -5992
-163 -1003 -5992
-163 -1003 -5992
-163 -1003 -5992
-163 -1003 -5992
-280 -355 -6383
-280 -355 -6383
-280 -355 -6383
-280 -355 -6383
-280 -355 -6383
-280 -355 -6383
-280 -355 -6383
-280 -355 -6588
-387 533 -6588
-387 533 -6588
-387 533 -6588
-387 533 -6588
-387 533 -6588
-387 533 -6588
-387 533 -6588
-562 1166 -6631
-562 1166 -6631
-562 1166 -6631
-562 1166 -6631
-562 1166 -6631
-562 1166 -6631
-562 1166 -6631
-562 1166 -6631
-859 1732 -6533
-859 1732 -6533
-859 1732 -6533
-859 1732 -6533
-859 1732 -6533
-859 1732 -6533
-859 1732 -6533
-859 1732 -6533
-837 1958 -6425
-837 1958 -6425
-837 1958 -6425
-837 1958 -6425
-837 1958 -6425
-837 1958 -6425
-837 1958 -6425
-837 1958 -6425
-599 2390 -6294
-599 2390 -6294
-599 2390 -6294
-599 2390 -6294
-599 2390 -6294
-599 2390 -6294
